Año,Trimestre,Provincia,Accesos por cada 100 hab,Código INDEC_x,Código INDEC_y
2016,2,Santa Fe,16.489119309020037,82.0,82.0
2016,2,Santiago Del Estero,3.943453095409565,,
2016,2,Tierra Del Fuego,20.081326844262296,,
2016,2,Tucumán,9.224512334342581,94.0,94.0
2016,1,Buenos Aires,17.53507921643952,6.0,6.0
2016,1,Ciudad Autónoma de Buenos Aires,43.75778412718348,2.0,
2016,1,Catamarca,6.606879526910472,10.0,10.0
2016,1,Chaco,7.524734075579937,22.0,22.0
2016,1,Chubut,11.115931499378867,26.0,26.0
2016,1,Córdoba,16.972666239608547,14.0,14.0
2016,1,Corrientes,7.940601449315725,18.0,18.0
2016,1,Entre Ríos,13.142540095674788,30.0,30.0
2016,1,Formosa,4.858053690123639,34.0,34.0
2016,1,Jujuy,5.491800261988138,38.0,38.0
2016,1,La Pampa,19.101771424266833,42.0,42.0
2016,1,La Rioja,4.4969582015400285,46.0,46.0
2016,1,Mendoza,8.990567825336337,50.0,50.0
2016,1,Misiones,7.751215322654614,54.0,54.0
2016,1,Neuquén,16.65921009321782,58.0,58.0
2016,1,Río Negro,14.14929460475045,62.0,62.0
2016,1,Salta,7.6113150931071925,66.0,66.0
2016,1,San Juan,6.982387580659241,70.0,70.0
2016,1,San Luis,2.752950183918377,74.0,74.0
2016,1,Santa Cruz,8.051419802811122,78.0,78.0
2016,1,Santa Fe,16.157804349232396,82.0,82.0
2016,1,Santiago Del Estero,4.032855070541266,,
2016,1,Tierra Del Fuego,19.6541853628346,,
2016,1,Tucumán,9.127106142747772,94.0,94.0
2015,4,Buenos Aires,17.683348856285942,6.0,6.0
2015,4,Ciudad Autónoma de Buenos Aires,44.832983780989366,2.0,
2015,4,Catamarca,6.643394374998431,10.0,10.0
2015,4,Chaco,7.53670916277073,22.0,22.0
2015,4,Chubut,11.205552103480567,26.0,26.0
2015,4,Córdoba,17.46916799414709,14.0,14.0
2015,4,Corrientes,7.950363156694786,18.0,18.0
2015,4,Entre Ríos,13.123962308090587,30.0,30.0
2015,4,Formosa,4.8305631271657905,34.0,34.0
2015,4,Jujuy,5.458341251601313,38.0,38.0
2015,4,La Pampa,19.272161272149656,42.0,42.0
2015,4,La Rioja,4.577775134234902,46.0,46.0
2015,4,Mendoza,9.015907568565332,50.0,50.0
2015,4,Misiones,7.766317103077486,54.0,54.0
2015,4,Neuquén,17.22630452981118,58.0,58.0
2015,4,Río Negro,14.185024658290292,62.0,62.0
2015,4,Salta,7.599850568087338,66.0,66.0
2015,4,San Juan,7.007150043164227,70.0,70.0
2015,4,San Luis,2.759291577250979,74.0,74.0
2015,4,Santa Cruz,8.143243109871943,78.0,78.0
2015,4,Santa Fe,16.474943169318767,82.0,82.0
2015,4,Santiago Del Estero,4.197822731421939,,
2015,4,Tierra Del Fuego,19.441920240938828,,
2015,4,Tucumán,9.122607419100433,94.0,94.0
2015,3,Buenos Aires,17.5478839831824,6.0,6.0
2015,3,Ciudad Autónoma de Buenos Aires,44.91109222814752,2.0,
2015,3,Catamarca,6.5638473961451576,10.0,10.0
2015,3,Chaco,7.454020298824401,22.0,22.0
2015,3,Chubut,11.233578169758335,26.0,26.0
2015,3,Córdoba,17.430734989025318,14.0,14.0
2015,3,Corrientes,7.9251911359201195,18.0,18.0
2015,3,Entre Ríos,13.027710914374044,30.0,30.0
2015,3,Formosa,4.783639923880968,34.0,34.0
2015,3,Jujuy,5.423454555427568,38.0,38.0
2015,3,La Pampa,19.055588379965016,42.0,42.0
2015,3,La Rioja,4.550079085806065,46.0,46.0
2015,3,Mendoza,9.042401990754488,50.0,50.0
2015,3,Misiones,7.687041384274881,54.0,54.0
2015,3,Neuquén,16.195213031371225,58.0,58.0
2015,3,Río Negro,14.21984560217436,62.0,62.0
2015,3,Salta,7.525378783060509,66.0,66.0
2015,3,San Juan,7.027462887351242,70.0,70.0
2015,3,San Luis,2.7688118552652248,74.0,74.0
2015,3,Santa Cruz,8.159354482038923,78.0,78.0
2015,3,Santa Fe,16.3639671637834,82.0,82.0
2015,3,Santiago Del Estero,4.237302719178804,,
2015,3,Tierra Del Fuego,22.04802112197417,,
2015,3,Tucumán,9.04046893117945,94.0,94.0
2015,2,Buenos Aires,17.32566254457297,6.0,6.0
2015,2,Ciudad Autónoma de Buenos Aires,44.08485428379352,2.0,
2015,2,Catamarca,6.475144864314208,10.0,10.0
2015,2,Chaco,7.341229538625331,22.0,22.0
2015,2,Chubut,11.215678099350221,26.0,26.0
2015,2,Córdoba,17.106520102782877,14.0,14.0
2015,2,Corrientes,7.790823368355694,18.0,18.0
2015,2,Entre Ríos,12.837181261223597,30.0,30.0
2015,2,Formosa,4.673478484721786,34.0,34.0
2015,2,Jujuy,5.188392481356063,38.0,38.0
2015,2,La Pampa,18.685329046975873,42.0,42.0
2015,2,La Rioja,4.494678751214943,46.0,46.0
2015,2,Mendoza,9.068294493026901,50.0,50.0
2015,2,Misiones,7.4498150149300955,54.0,54.0
2015,2,Neuquén,15.814175161962616,58.0,58.0
2015,2,Río Negro,14.14343856592951,62.0,62.0
2015,2,Salta,7.378443804380798,66.0,66.0
2015,2,San Juan,7.042097078751527,70.0,70.0
2015,2,San Luis,2.778618445940834,74.0,74.0
2015,2,Santa Cruz,8.058063850217536,78.0,78.0
2015,2,Santa Fe,16.093025858679276,82.0,82.0
2015,2,Santiago Del Estero,4.2466687085071415,,
2015,2,Tierra Del Fuego,22.095953780047246,,
2015,2,Tucumán,8.841187690702666,94.0,94.0
2015,1,Buenos Aires,17.241393436944044,6.0,6.0
2015,1,Ciudad Autónoma de Buenos Aires,43.65872499007399,2.0,
2015,1,Catamarca,6.4030169907943355,10.0,10.0
2015,1,Chaco,7.143089175357747,22.0,22.0
2015,1,Chubut,11.585798774556789,26.0,26.0
2015,1,Córdoba,16.79362190248589,14.0,14.0
2015,1,Corrientes,7.642568763996284,18.0,18.0
2015,1,Entre Ríos,12.609336086982932,30.0,30.0
2015,1,Formosa,4.62384901660949,34.0,34.0
2015,1,Jujuy,5.050879913471037,38.0,38.0
2015,1,La Pampa,18.332348933631966,42.0,42.0
2015,1,La Rioja,4.462324463144091,46.0,46.0
2015,1,Mendoza,9.059236417534116,50.0,50.0
2015,1,Misiones,7.1884830279667495,54.0,54.0
2015,1,Neuquén,15.526250068921229,58.0,58.0
2015,1,Río Negro,13.99387526238606,62.0,62.0
2015,1,Salta,7.2946429647847415,66.0,66.0
2015,1,San Juan,7.039582453142129,70.0,70.0
2015,1,San Luis,2.790401457622043,74.0,74.0
2015,1,Santa Cruz,8.391896957421542,78.0,78.0
2015,1,Santa Fe,15.832773292036375,82.0,82.0
2015,1,Santiago Del Estero,4.2444689547784344,,
2015,1,Tierra Del Fuego,22.16715476458662,,
2015,1,Tucumán,8.71860866450986,94.0,94.0
2014,4,Buenos Aires,17.0147634301905,6.0,6.0
2014,4,Ciudad Autónoma de Buenos Aires,43.604620676636536,2.0,
2014,4,Catamarca,6.459254980059493,10.0,10.0
2014,4,Chaco,5.81368220415458,22.0,22.0
2014,4,Chubut,12.22355578461917,26.0,26.0
2014,4,Córdoba,16.655707331301695,14.0,14.0
2014,4,Corrientes,6.174655065970425,18.0,18.0
2014,4,Entre Ríos,10.718328095183363,30.0,30.0
2014,4,Formosa,4.549162969289201,34.0,34.0
2014,4,Jujuy,4.982003512117359,38.0,38.0
2014,4,La Pampa,16.816524623987434,42.0,42.0
2014,4,La Rioja,4.496901902725229,46.0,46.0
2014,4,Mendoza,9.056377705209336,50.0,50.0
2014,4,Misiones,6.540662222041546,54.0,54.0
2014,4,Neuquén,15.52866412077054,58.0,58.0
2014,4,Río Negro,13.889530185847859,62.0,62.0
2014,4,Salta,7.103785883014793,66.0,66.0
2014,4,San Juan,7.100961754619733,70.0,70.0
2014,4,San Luis,2.7819569555272006,74.0,74.0
2014,4,Santa Cruz,8.15757414246012,78.0,78.0
2014,4,Santa Fe,15.657532856900755,82.0,82.0
2014,4,Santiago Del Estero,4.26296198713424,,
2014,4,Tierra Del Fuego,19.341882280727507,,
2014,4,Tucumán,8.693215352295233,94.0,94.0
2014,3,Buenos Aires,17.26299843234104,6.0,6.0
2014,3,Ciudad Autónoma de Buenos Aires,43.20639959292724,2.0,
2014,3,Catamarca,6.269890252791938,10.0,10.0
2014,3,Chaco,5.627757222300207,22.0,22.0
2014,3,Chubut,12.388234071451354,26.0,26.0
2014,3,Córdoba,16.5601374978714,14.0,14.0
2014,3,Corrientes,5.9862826719116935,18.0,18.0
2014,3,Entre Ríos,10.433826435850124,30.0,30.0
2014,3,Formosa,4.5129252671268265,34.0,34.0
2014,3,Jujuy,4.68339443034039,38.0,38.0
2014,3,La Pampa,18.33753400191527,42.0,42.0
2014,3,La Rioja,4.379035874747908,46.0,46.0
2014,3,Mendoza,8.992236937014606,50.0,50.0
2014,3,Misiones,6.399773666851879,54.0,54.0
2014,3,Neuquén,16.726688649309313,58.0,58.0
2014,3,Río Negro,14.159932806209634,62.0,62.0
2014,3,Salta,7.053549273694012,66.0,66.0
2014,3,San Juan,7.0752480415613945,70.0,70.0
2014,3,San Luis,2.770051341285783,74.0,74.0
2014,3,Santa Cruz,8.34323913237982,78.0,78.0
2014,3,Santa Fe,15.437988654617879,82.0,82.0
2014,3,Santiago Del Estero,4.082169590293595,,
2014,3,Tierra Del Fuego,19.344392262780588,,
2014,3,Tucumán,8.381678430058432,94.0,94.0
2014,2,Buenos Aires,16.794925434991658,6.0,6.0
2014,2,Ciudad Autónoma de Buenos Aires,42.974776961427445,2.0,
2014,2,Catamarca,6.284355435383139,10.0,10.0
2014,2,Chaco,5.602127567276613,22.0,22.0
2014,2,Chubut,12.696289361395674,26.0,26.0
2014,2,Córdoba,16.365408420405306,14.0,14.0
2014,2,Corrientes,5.945267054468535,18.0,18.0
2014,2,Entre Ríos,10.372072065869386,30.0,30.0
2014,2,Formosa,4.464869672895974,34.0,34.0
2014,2,Jujuy,4.784095434078587,38.0,38.0
2014,2,La Pampa,16.379048903362197,42.0,42.0
2014,2,La Rioja,4.3933834187878436,46.0,46.0
2014,2,Mendoza,8.95860097015214,50.0,50.0
2014,2,Misiones,6.365807425994047,54.0,54.0
2014,2,Neuquén,15.137568029498313,58.0,58.0
2014,2,Río Negro,13.946569423268942,62.0,62.0
2014,2,Salta,7.004015501526469,66.0,66.0
2014,2,San Juan,7.077771062624967,70.0,70.0
2014,2,San Luis,2.781512264860477,74.0,74.0
2014,2,Santa Cruz,8.744673181156902,78.0,78.0
2014,2,Santa Fe,15.216957428230305,82.0,82.0
2014,2,Santiago Del Estero,4.143683147939005,,
2014,2,Tierra Del Fuego,19.08631433655622,,
2014,2,Tucumán,8.409488588173268,94.0,94.0
2014,1,Buenos Aires,16.692346018019045,6.0,6.0
2014,1,Ciudad Autónoma de Buenos Aires,42.655071630586406,2.0,
2014,1,Catamarca,6.184614520776599,10.0,10.0
2014,1,Chaco,5.553671463702625,22.0,22.0
2014,1,Chubut,12.703590133239262,26.0,26.0
2014,1,Córdoba,16.125183143749393,14.0,14.0
2014,1,Corrientes,5.891708288681968,18.0,18.0
2014,1,Entre Ríos,10.302247104839328,30.0,30.0
2014,1,Formosa,4.444467754793774,34.0,34.0
2014,1,Jujuy,4.724302778829112,38.0,38.0
2014,1,La Pampa,15.994061954006705,42.0,42.0
2014,1,La Rioja,4.353174900044055,46.0,46.0
2014,1,Mendoza,8.933318322823283,50.0,50.0
2014,1,Misiones,6.323160981949705,54.0,54.0
2014,1,Neuquén,14.882265766507492,58.0,58.0
2014,1,Río Negro,13.867842232252002,62.0,62.0
2014,1,Salta,6.976877486214764,66.0,66.0
2014,1,San Juan,7.050796578649686,70.0,70.0
2014,1,San Luis,2.684668505334274,74.0,74.0
2014,1,Santa Cruz,8.677326900880571,78.0,78.0
2014,1,Santa Fe,15.077800919408592,82.0,82.0
2014,1,Santiago Del Estero,4.058899015580628,,
2014,1,Tierra Del Fuego,19.10492102645171,,
2014,1,Tucumán,8.307214637543202,94.0,94.0
